title,creator,date,description,original_url,europeana_link,id,type,provider,data_provider,country,language,search_term
Fiale,,{'def': '5. Jahrhundert'}; {'def': 'V век'}; {'def': '400-luku'}; {'def': 'Século V'}; {'def': '5 век'}; {'def': 'V amžius'}; {'def': '5. gadsimts'}; {'def': '5. stoljeće'}; {'def': 'Ve siècle'}; {'def': '5. század'}; {'def': '5. storočie'}; {'def': '5. stoletje'}; {'def': '5ú haois'}; {'def': 'Segle V'}; {'def': '400-talet'}; {'def': '5ος αιώνας'}; {'def': '5th century'}; {'def': 'V secolo'}; {'def': 'Siglo V'}; {'def': '5. sajand'}; {'def': 'V. mendea'}; {'def': '5. století'}; {'def': 'V wiek'}; {'def': 'Secolul al V-lea'}; {'def': '5. århundrede'}; {'def': '5e eeuw'}; {'def': 'https://www.freebase.com/m/08dq6'}; {'def': 'https://g.co/kg/m/08dq6'}; {'def': 'http://vocab.getty.edu/aat/300404497'}; {'def': 'http://babelnet.org/rdf/s02830090n'}; {'def': 'http://dbpedia.org/resource/5th_century'}; {'def': 'http://www.wikidata.org/entity/Q8095'}; {'def': '0500'},"Pequeño recipiente de ancho borde abierto y cuerpo trabajado en volumen señalando una roseta de 12 pétalos apuntados entre los que se sitúan otras 12 depresiones de forma almendrada; señalando el centro se añadió una pieza cilíndrica que hace de omphalos. El recipiente probablemente se conformó por martillado para conseguir la forma plana y posteriormente se levantaron los volúmenes de la roseta. Las huellas del último trabajo con martillo y cincel para bajar fondos y delimitar ángulos son visibles en algunos pétalos. El fondo, plano, se trabajó por el interior para formar un engrosamiento circular de metal, a partir del cual se abrió una pestaña con cincel para encajar mecánicamente el omphalos; de esta manera se evitaba una soldadura comprometida. Esta pieza independiente es un cilindro laminar cerrado con un casquete abombado trabajado por deformación plástica a martillo; el borde abierto se encajó en la pestaña del plato y después se cerró cuidadosamente. En la parte superior del casquete se cinceló una roseta de 12 pétalos entre circo arcos. Esta fíale de umbo añadido pertenece al tipo de las llamadas aqueménidas porque fueron especialmente abundantes en esa época, sin embargo, fue durante el imperio asirio cuando se originó la forma característica. Sabemos que se trata de un recipiente ritual para contener bebida, probablemente alcohólica y para realizar libaciones a la divinidad; ambos usos están documentados en la rica iconografía asiria de los palacios reales de Nimrud, tanto en piedra como en marfil, donde podemos ver al propio Assurnasirpal derramando líquido de una phiale, o a la reina en su trono bebiendo de un recipiente exactamente igual al nuestro, pero también a una serie de cortesanos banquetando. La historia de este recipiente es, muy prolongada y gozó de un éxito sin precedentes dentro del ámbito del Mediterráneo oriental y central, hasta el punto de convertirse en una forma griega por excelencia para el ritual de la libación ya desde el periodo arcaico, hacia el siglo VII a.C.  La importancia de este vaso podemos deducirla igualmente de los magníficos ejemplares en oro que formaban parte del ajuar funerario de las reinas asirias enterradas en la capital.  La variantes de la forma original son múltiples, de manera que en muchos casos es difícil determinar fechas y procedencias para un material que, salvo casos excepcionales, carece de contexto arqueológico. Las formas comparables con este ejemplar se encuentran en el Metropolitan Museum donde se conservan dos ejemplares de bronce de factura aqueménida fechados hacia el siglo VII a.C. En el Museo Nacional de Atenas, de la colección Statathos, se pueden ver algunos buenos ejemplares en plata con distintas procedencias de Asia Menor, Mar Negro, Chipre y Armenia entre los siglos VI y V a.C. Las particularidades de nuestro ejemplar con grandes pétalos profundamente marcados, se ajustan al tipo canónico, pero añade un omphalos ciertamente atípico, en forma cilíndrica, que nos induce a bajar su fecha hasta el siglo V a.C.",http://ceres.mcu.es/pages/Main?idt=186207&inventary=1999/99/163&table=FMUS&museum=MAN,https://www.europeana.eu/item/2022703/pages_Main_idt_186207_inventary_1999_99_163_table_FMUS_museum_MAN?utm_source=api&utm_medium=api&utm_campaign=EUXJPHJGES,/2022703/pages_Main_idt_186207_inventary_1999_99_163_table_FMUS_museum_MAN,IMAGE,Hispana,National Archaeological Museum,Spain,es,armenia
Martirio de San Bartolomé Apóstol - Grupo escultórico,Anónimo,,"Mencionado en los Evangelios como uno de los apóstoles, poco más se sabe de su vida. Su leyenda cuenta que habría evangelizado Arabia, Mesopotamia y Armenia donde, según el martirologio romano, lo habrían desollado vivo por orden del rey Astiajes. Esta versión resulta contradictoria con las tradiciones orientales que aseguran que fue crucificado o decapitado, pero como hubo otros apóstoles que sufrieron así su martirio, los hagiógrafos se decantaron por el más singular despellejamiento. Por ello, sus atributos habituales son un gran cuchillo, o su propia piel suspendida del brazo. En este pequeño grupo escultórico la violencia del suplicio está tamizada por el gusto dieciochesco: las figuras llenas de colorido y detalles anecdóticos, en artificiosas actitudes teatrales, carecen del sentido trágico propio de la escena; hay más ligereza que saña en los verdugos y resignada apostura que dolor en el santo. Técnicamente cuidado, refuerza su verosimilitud con la precisa utilización de postizos.",http://ceres.mcu.es/pages/Main?idt=2015&inventary=CE0707&table=FMUS&museum=MNEV,https://www.europeana.eu/item/2022703/pages_Main_idt_2015_inventary_CE0707_table_FMUS_museum_MNEV?utm_source=api&utm_medium=api&utm_campaign=EUXJPHJGES,/2022703/pages_Main_idt_2015_inventary_CE0707_table_FMUS_museum_MNEV,IMAGE,Hispana,National Sculpture Museum,Spain,es,armenia
Cabeza,,{'def': '0107/0120'}; {'def': '2. Jahrhundert'}; {'def': '100-luku'}; {'def': 'II век'}; {'def': 'Século II'}; {'def': '2 век'}; {'def': 'II amžius'}; {'def': '2. gadsimts'}; {'def': '2. stoljeće'}; {'def': 'IIe siècle'}; {'def': '2. század'}; {'def': '2. storočie'}; {'def': '2. stoletje'}; {'def': '2ú haois'}; {'def': 'Segle II'}; {'def': '100-talet'}; {'def': '2ος αιώνας'}; {'def': '2nd century'}; {'def': 'II secolo'}; {'def': 'Siglo II'}; {'def': '2. sajand'}; {'def': 'II. mendea'}; {'def': '2. století'}; {'def': 'II wiek'}; {'def': 'Secolul al II-lea'}; {'def': '2. århundrede'}; {'def': '2e eeuw'}; {'def': 'https://www.freebase.com/m/08dr6'}; {'def': 'https://g.co/kg/m/08dr6'}; {'def': 'http://vocab.getty.edu/aat/300404494'}; {'def': 'http://babelnet.org/rdf/s02830231n'}; {'def': 'http://dbpedia.org/resource/2nd_century'}; {'def': 'http://www.wikidata.org/entity/Q8103'},"Retrato de Trajano. Presenta el rostro de frente, inclinado muy ligeramente a la derecha. El peinado es de forma cerrada, con mechones largos  y ondulantes que cubren toda la cabeza y la nuca. En la frente caen abiertos y hacia la izquierda con gran plasticidad para dar la sensación de pelo ahuecado y alejarse, de esta manera, de los primeros tipos de retratos en los que se representa al emperador con el pelo muy pegado a la cabeza. Más de la mitad de la frente se deja al descubierto para marcar y dar mayor expresividad y profundidad a los ojos. El rostro tiene un aspecto firme ya que las arrugas han sido sólo marcadas de forma muy lineal. El cuello es ancho y fuerte y remata en forma cónica, es decir, el retrato está preparado para encajar en un cuerpo. Tanto cuello como rostro presentan pérdida de materia y algunas fisuras. Su tamaño, al ser mayor que el natural, indica que formó parte de una escultura de carácter oficial. Marco Ulpio Trajano, conocido como Imperator Caesar Nerva Trajano Augusto, nace en la Colonia Aelia Augusta Italica el 18 de septiembre del año 53 y muere en Selinunte el 8 de agosto del 117 a los  64 años. El 27 de enero del año 98, dos días después de la muerte de Nerva, Trajano, su hijo adoptivo, es nombrado emperador. Comienzan así 19 años de gobierno para el primer emperador de origen hispano que, por sus virtudes de buen gobernante, fue llamado Optimus Princeps. El senado le concedió este título honorífico en el año 114. En Itálica, su familia pertenecía a la aristocracia municipal. Algunos de sus miembros habían adquirido experiencia y prestigio en la administración de la ciudad. El padre de Trajano, de igual nombre, fue gobernador en Siria y  después de sus batallas contra los partos en el 76 fue nombrado procónsul de Asia. Cuando el emperador Nerva elige como corregente del Imperio a Trajano en el año 97, era gobernador de Germania superior. Allí destacan dos facetas de su personalidad, la de general y la de administrador con enorme capacidad de decisión. Nombrado emperador en el año 98, permanece en Germania, en Colonia, un año más y no entra en Roma hasta que asegura todas las fronteras del norte. Durante su gobierno realizó importantes reformas e innovaciones en política interior y, en cuanto a la política  exterior, incorpora Dacia al Imperio. En el 106 anexiona el reino de los Nabateos, en el 113 Armenia y Mesopotamia. Lucha contra los partos y sofoca las rebeliones de los judíos de oriente. En el año 116 encomendó el mando supremo del ejército a su sobrino nieto, el futuro emperador Adriano, también de origen hispano.   Este tipo de retrato, oficial e imperial, se realiza para reafirmar los valores que, establecidos por Augusto, debían regir el Imperio. Son retratos clásicos en los que se exaltan las cualidades humanas y la fuerza del carácter. Todo ello para dar idea de poder, que en este caso concluyen de manera magnífica en la imagen de Trajano. Es una obra netamente romana que forma parte esencial de la identidad cultural y artística de Roma. En ella se unen idealización y clasicismo para plasmar la imagen de un emperador humano que debe aparecer, y así lo hace, majestuoso y sencillo, enérgico y seguro. Los retratos del emperador, que habían seguido el realismo de los flavios, marcarán los modelos oficiales y privados durante la dinastía de los Antoninos.   La tendencia a ahuecar el pelo, a despegarlo de la cabeza y la apertura de ranuras entre los mechones son  indicios de evolución estilística bien conocidos por la relevancia que adquieren después en las representaciones del emperador Adriano. Asimismo, merece ser resaltado el modo de agrupar los mechones en grandes unidades, de articularlas y de individualizarlas claramente. Este tratamiento del pelo se realiza hacia finales de época trajanea. En los tipos fechados entre los años 107 y 120, la forma cadenciosa y elegante de colocar los mechones de oreja a oreja y el  uso del trépano contribuyen  a realzar la plasticidad de los mechones, así como a degradar el efecto de sombra desde el centro hacia los lados. En esta pieza, el tratamiento enérgico y plástico que reciben hasta los menores detalles en la zona del ojo, la finura de los labios y la prominencia del mentón aislado por un surco profundo en la zona inferior del rostro son rasgos conectados al lenguaje  estilístico de finales de época trajanea. La reducción de pliegues y arrugas y el modelado delicado y suave son ya adrianeos. El retrato, por tanto, puede encuadrarse en el tipo establecido a partir de la conmemoración  de los 10 años de mandato del emperador, en el año 107.",http://ceres.mcu.es/pages/Main?idt=259819&inventary=2013/66/1&table=FMUS&museum=MAN,https://www.europeana.eu/item/2022703/pages_Main_idt_259819_inventary_2013_66_1_table_FMUS_museum_MAN?utm_source=api&utm_medium=api&utm_campaign=EUXJPHJGES,/2022703/pages_Main_idt_259819_inventary_2013_66_1_table_FMUS_museum_MAN,IMAGE,Hispana,National Archaeological Museum,Spain,es,armenia
Moneda,Roma,{'def': '0032'}; {'def': '1. Jahrhundert'}; {'def': 'Ensimmäinen vuosisata'}; {'def': 'I век'}; {'def': 'Século I'}; {'def': '1 век'}; {'def': 'I amžius'}; {'def': '1. stoljeće'}; {'def': '1. gadsimts'}; {'def': 'Ier siècle'}; {'def': '1. század'}; {'def': '1. storočie'}; {'def': '1. stoletje'}; {'def': '1ú haois'}; {'def': 'Segle I'}; {'def': '000-talet'}; {'def': '1ος αιώνας'}; {'def': '1st century'}; {'def': 'I secolo'}; {'def': 'Siglo I'}; {'def': '1. sajand'}; {'def': '1. století'}; {'def': 'I. mendea'}; {'def': 'I wiek'}; {'def': '1. århundrede'}; {'def': 'Secolul I'}; {'def': '1e eeuw'}; {'def': 'http://www.wikidata.org/entity/Q8106'}; {'def': 'https://www.freebase.com/m/08bzp'}; {'def': 'https://g.co/kg/m/08bzp'}; {'def': 'http://vocab.getty.edu/aat/300404493'}; {'def': 'http://babelnet.org/rdf/s02820627n'}; {'def': 'http://dbpedia.org/resource/1st_century'},"Julio César, Marco Antonio y Cleopatra han quedado en nuestra memoria como protagonistas de uno de los episodios más apasionantes de la Historia. Sus encuentros y reencuentros, sus intereses e intrigas y, sobre todo, su trágico final terminaron por hacer de ellos un mito que ha fascinado a lo largo de generaciones. Con ellos desapareció la República romana y Egipto, milenario, llegó definitivamente a su fin, convertido en una provincia más del Imperio que Roma empezaba a construir. Quizá, por todo ello, conocer cómo eran y cuál pudo ser su apariencia física continúa siendo motivo de intriga y curiosidad.   Las acuñaciones realizadas en los últimos años de la República ofrecen una magnífica galería de retratos que permiten aproximarnos al rostro de aquéllos que marcaron el final de esta época, como un denario fechado en el año 32 a.C., en el que aparecen representados juntos Marco Antonio y Cleopatra. Esta moneda pertenece a una serie de emisiones militares realizadas en el momento en que ambos habían agrupado sus efectivos en Asia Menor y se preparaban para un inminente y definitivo enfrentamiento con Octaviano.  El anverso nos muestra la cabeza de Marco Antonio acompañada de una leyenda que recuerda su victoria en Armenia (34 a.C.), cuyo triunfo, no celebrado en Roma sino en Alejandría, había sido hábilmente utilizado por Octaviano en su descrédito. Como lo fue también la declaración de Cesarión, hijo de Cleopatra, como sucesor y heredero legítimo de César, y el de la propia Cleopatra como soberana de los territorios de Oriente con el título de reina de reyes, tal y como testimonia la inscripción que rodea su busto en el reverso de esta pieza. El retrato de Cleopatra VII, dentro del estricto tipo republicano, nos muestra una mujer severa, de nariz aguileña, vestida a la romana pero tocada con una diadema, atributo únicamente reservado a los reyes y con el que se subrayaba el carácter divino de la Reina como descendiente de la monarquía ptolemaica. Junto a su busto, una pequeña proa simboliza el apoyo naval que prestaba a Marco Antonio en su empresa contra Octaviano.   Es evidente que, al margen de los sentimientos personales, se trataba de una relación de una enorme significación política. Para Cleopatra, que con César había conseguido proclamarse reina única de Egipto, contar con Antonio suponía la posibilidad de restaurar la antigua grandeza y esplendor de los Ptolomeos. Para Antonio, Cleopatra significaba contar con las riquezas de Egipto, imprescindibles para alzarse con el poder en Roma. Sin embargo, su derrota en la batalla de Actium, frente a las costas griegas del mar Jonio, dio al traste con las esperanzas de ambos. La retirada a Alejandría y el posterior suicidio de la célebre pareja acabaron con un Estado milenario del que Cleopatra fue su última reina, al tiempo que en Roma se ponía fin a los quince años de terribles luchas que, desde el asesinato de César, habían terminado por minar el viejo sistema republicano. Mientras, Octaviano, el futuro emperador Augusto, obtenía todo el poder para sí mismo.",http://ceres.mcu.es/pages/Main?idt=271141&inventary=1973/24/10660&table=FMUS&museum=MAN,https://www.europeana.eu/item/2022703/pages_Main_idt_271141_inventary_1973_24_10660_table_FMUS_museum_MAN?utm_source=api&utm_medium=api&utm_campaign=EUXJPHJGES,/2022703/pages_Main_idt_271141_inventary_1973_24_10660_table_FMUS_museum_MAN,IMAGE,Hispana,National Archaeological Museum,Spain,es,armenia
Cruz,,,"Encolpio bizantino compuesto de dos valvas de forma patada, vaciadas en su interior para contener reliquias, articuladas en sus extremos longitudinales por pequeñas bisagras.  En el anverso se representa a Cristo crucificado con túnica y nimbo crucífero. La cruz que le sostiene termina en su extremo superior en una pequeña cruz patada. Bajo ambos brazos de la cruz se lee una inscripción en caracteres griegos.  En el reverso aparace la Virgen con larga túnica y velo en actitud orante, coronada por una cruz y enmarcada por dos palmas en ambos extremos del brazo horizontal. En la parte superior de la cruz figura una inscripción en caligrafía griega. La anilla de suspensión es cilíndrica, algo ovalada. En su interior contiene dos piececitas circulares que tal vez correspondan a las reliquias.  Los Encolipa bizantinos corresponden a pequeñas cruces-relicario colgantes, de modo que se situarían sobre el pecho (en kolpos) de sus portadores. Su origen se asocia a los lugares de peregrinación de Tierra Santa, donde quedaría conformada su morfología e iconografía básicas, cuanto menos, desde época de Justiniano en el siglo VI. Su producción se prolonga a lo largo de todo el periodo bizantino y post-bizantino, constatándose una amplia variedad de tipologías que afectan tanto a su tamaño, materiales de elaboración (oro, plata, bronce, etc.), e iconografía.",http://ceres.mcu.es/pages/Main?idt=44842&inventary=1973/84/1&table=FMUS&museum=MAN,https://www.europeana.eu/item/2022703/pages_Main_idt_44842_inventary_1973_84_1_table_FMUS_museum_MAN?utm_source=api&utm_medium=api&utm_campaign=EUXJPHJGES,/2022703/pages_Main_idt_44842_inventary_1973_84_1_table_FMUS_museum_MAN,IMAGE,Hispana,National Archaeological Museum,Spain,es,armenia
Placa,,,"Plaqueta circular de mármol decorada por ambas caras con una roseta de cinco puntas. Forma conjunto con una pieza de similares características, con número de inventario 1973/84/3, y con el encolpion bizantino en forma de cruz patada con número de inventario 1973/84/1, en cuyo interior se encontraban estas dos pequeñas piezas, posiblemente utilizadas como reliquias.     Los encolpia bizantinos son pequeñas cruces-relicario colgantes cuyos portadores solían llevar sobre el pecho (en kolpos). Su origen se asocia a los lugares de peregrinación de Tierra Santa, donde quedarían conformadas su morfología e iconografía básicas, cuanto menos, desde época de Justiniano en el siglo VI. La producción de este tipo de piezas se prolonga a lo largo de todo el periodo bizantino y post-bizantino, constatándose una amplia variedad de tipologías que afectan a su tamaño, iconografía y materiales de elaboración.",http://ceres.mcu.es/pages/Main?idt=44843&inventary=1973/84/2&table=FMUS&museum=MAN,https://www.europeana.eu/item/2022703/pages_Main_idt_44843_inventary_1973_84_2_table_FMUS_museum_MAN?utm_source=api&utm_medium=api&utm_campaign=EUXJPHJGES,/2022703/pages_Main_idt_44843_inventary_1973_84_2_table_FMUS_museum_MAN,IMAGE,Hispana,National Archaeological Museum,Spain,es,armenia
Placa,,,"Plaqueta circular de mármol decorada por ambas caras con una roseta de cinco puntas. Forma conjunto con una pieza de similares características, con número de inventario 1973/84/2, y con el encolpion bizantino en forma de cruz patada con número de inventario 1973/84/1, en cuyo interior se encontraban estas dos pequeñas piezas, posiblemente utilizadas como reliquias.     Los encolpia bizantinos son pequeñas cruces-relicario colgantes cuyos portadores solían llevar sobre el pecho (en kolpos). Su origen se asocia a los lugares de peregrinación de Tierra Santa, donde quedarían conformadas su morfología e iconografía básicas, cuanto menos, desde época de Justiniano en el siglo VI. La producción de este tipo de piezas se prolonga a lo largo de todo el periodo bizantino y post-bizantino, constatándose una amplia variedad de tipologías que afectan a su tamaño, iconografía y materiales de elaboración.",http://ceres.mcu.es/pages/Main?idt=44844&inventary=1973/84/3&table=FMUS&museum=MAN,https://www.europeana.eu/item/2022703/pages_Main_idt_44844_inventary_1973_84_3_table_FMUS_museum_MAN?utm_source=api&utm_medium=api&utm_campaign=EUXJPHJGES,/2022703/pages_Main_idt_44844_inventary_1973_84_3_table_FMUS_museum_MAN,IMAGE,Hispana,National Archaeological Museum,Spain,es,armenia
Moneda,Marco Aurelio; http://data.europeana.eu/agent/166718,{'def': '0164/0165'}; {'def': '2. Jahrhundert'}; {'def': '100-luku'}; {'def': 'II век'}; {'def': 'Século II'}; {'def': '2 век'}; {'def': 'II amžius'}; {'def': '2. gadsimts'}; {'def': '2. stoljeće'}; {'def': 'IIe siècle'}; {'def': '2. század'}; {'def': '2. storočie'}; {'def': '2. stoletje'}; {'def': '2ú haois'}; {'def': 'Segle II'}; {'def': '100-talet'}; {'def': '2ος αιώνας'}; {'def': '2nd century'}; {'def': 'II secolo'}; {'def': 'Siglo II'}; {'def': '2. sajand'}; {'def': 'II. mendea'}; {'def': '2. století'}; {'def': 'II wiek'}; {'def': 'Secolul al II-lea'}; {'def': '2. århundrede'}; {'def': '2e eeuw'}; {'def': 'https://www.freebase.com/m/08dr6'}; {'def': 'https://g.co/kg/m/08dr6'}; {'def': 'http://vocab.getty.edu/aat/300404494'}; {'def': 'http://babelnet.org/rdf/s02830231n'}; {'def': 'http://dbpedia.org/resource/2nd_century'}; {'def': 'http://www.wikidata.org/entity/Q8103'},"La leyenda de anverso de este áureo recuerda la pertenencia de Marco Aurelio a la familia de los Antoninos y sus campañas militares en Armenia, contra el Imperio parto. Anverso: ANTONINVS AVG - ARMENIACVS. Busto de Marco Aurelio, con cabeza desnuda y coraza, a derecha. Reverso: P M TR P XIX &middot; IMP II COS III. Victoria de pie, a derecha, con escudo, con inscripción VIC / AVG, apoyado en palmera.",http://ceres.mcu.es/pages/Main?idt=48298&inventary=1973/24/5545&table=FMUS&museum=MAN,https://www.europeana.eu/item/2022703/pages_Main_idt_48298_inventary_1973_24_5545_table_FMUS_museum_MAN?utm_source=api&utm_medium=api&utm_campaign=EUXJPHJGES,/2022703/pages_Main_idt_48298_inventary_1973_24_5545_table_FMUS_museum_MAN,IMAGE,Hispana,National Archaeological Museum,Spain,es,armenia
"El libro del famoso Marco Paulo veneciano de las cosas marauillosas que vido en las partes orientales : conuiene saber en las Indias, Armenia, Arabia, Persia et Tartaria. E del poderio del gran Can y otros reyes. Con otro tratado de micer Pogio Florentino que trata de las mesmas tierras et islas.; De varietate fortunae. Liber II. Español; Cosmographia breue introductoria en el libro de Marco Paulo; Voyages de Marco Polo. Español","Polo, Marco; Bracciolini, Poggio; Fernández de Santaella, Rodrigo",{'def': '1518-05-16'}; {'def': '2013-03-08'},"[4], XXXI, [1] h. ; Fol.; Precede al tít.: Cosmographia breue introductoria en el libro de Marco Paulo. -- Es ésta obra del trad. R. Fernández de Santaella, y sirve de introducción a la de Marco Polo; Explicit y colofón: ""Acabase el libro del famoso Marco Paulo veneciano, el qual cuenta de todas las tierras prouincias et yslas de las Indias, Arabia, Persia, Armenia et Tartaria et de las cosas marauillosas que en ellas se hallan assi mesmo el gran señorio et riquezas del gran Can de Catayo, señor de los tartaros. Añadido en fin un tratado breue de micer Pogio Florentino, el qual el mesmo escriuio por mandado de Eugenio Papa Quarto deste nombre por relacion de un Nicolao veneciano, el qual asimesmo auia andado las partidas orientales et de otros testigos dinos de fe, como por el parece fielmente trasladado en lengua castellana por el reuerendo señor maestre Rodrigo de Santa Ella, arcediano de reyna y canonigo en la santa yglesia de Seuilla. El qual se emprimio por Juan Varela de Salamanca en la muy noble y muy leal cibdad de Seuilla. Año de mill y quinientos y diez y ocho años, a xvj dias de mayo.""; El texto de Poggio Bracciolini es trad. de un fragm. del final del libro segundo del De varietate fortunae, donde se narran los viajes de Nicolò Veneto; Sign.: A4, a-d6, e8. -- Última h. en bl. -- Texto a dos col. -- Letra de Tortis.; En port., dos figuritas xil. con leyenda ""Marco Paulo"", ""Micer Pogio""; sobre dos grab. xil. con paisajes urbano e isleño con leyenda ""S. Domingo en la ysla Ysabela"", ""Calicu"". -- Orla xil. en port., cf. Norton; Inic. grab. xil.",http://hdl.handle.net/10366/120442,https://www.europeana.eu/item/2022712/lod_oai_gredos_usal_es_10366____120442_ent0?utm_source=api&utm_medium=api&utm_campaign=EUXJPHJGES,/2022712/lod_oai_gredos_usal_es_10366____120442_ent0,TEXT,Hispana,Documentary Repository of the University of Salamanca,Spain,mul,armenia
La sinfonía del gran silencio: Avet Terterian y su tiempo; The symphony of the great silence: Avet Terterian and his time,"Terterian, Rubén",{'def': '2014-11-17'}; {'def': '2012-12'},"[ES] Esta semblanza del compositor armenio Avet Terterian traza una panorámica sobre su vida y su obra musical, además de ofrecer algunas oportunas reflexiones sobre la naturaleza del arte musical, la innovación creativa, y la difícil relación entre el arte, la ideología y el poder político, representado aquí por el Estado soviético y su contradictoria forma de tratar a los artistas. [EN] This portrayal of Armenian composer Avet Terterian traces a panoramic view over his life and musical work, adding some opportune thoughts about the nature of musical art, creative innovation, and the difficult relation between art, ideology and political power, represented here by the Soviet Union and its contradictory way of dealing with artists.",http://hdl.handle.net/10366/124356,https://www.europeana.eu/item/2022712/lod_oai_gredos_usal_es_10366____124356_ent0?utm_source=api&utm_medium=api&utm_campaign=EUXJPHJGES,/2022712/lod_oai_gredos_usal_es_10366____124356_ent0,TEXT,Hispana,Documentary Repository of the University of Salamanca,Spain,mul,armenio
"Guerra y religión: Luciano, el oráculo de Alejandro de Abonuteico y las derrotas de Sedatio Severiano contra los partos y de Marco Aurelio contra Cuados y Marcomanos; War and religion: Lucian, the oracle of Alexander in Abonuteichos, and the military defeats of Sedatius Severianus against the Parthians, and Marcus Aurelius against Cuadi and Marcomanni","Perea Yébenes, Sabino",{'def': '2013-04-10'}; {'def': '2016-06-01'},"Taking as a start point the opuscule by Lucian of Samosata entitled Alexander or The false Prophet, we call attention on some autophone oracles sent by this controversial oracular shrine in Abonuteichos: with singular attention to oracle given to imperial legate Sedatius Severianus, in war against the parthians (Luc. Alex. 27), and the so called «oracle of the two lions» (Luc. Alex. 48), requested by the emperor Marcus Aurelius shortly before the beginning of the military campaign against the barbarians Cuadi and Marcomanni. The rising of divinatory practices and the popularization of «holy men» in this time are symptoms -rather than having relation with crisisof spiritual changes in the religious beliefs of the period. In the case studies analyzed here, these changes are also transferred to the political field: the war in the frontiers, which also show or announced far-reaching structural changes, with barbarian attacks becoming more systematic and effective who harassed the Roman power across the natural barrier of the Danube. We relate the «oracle of lions» with the scene XII (destroyed, but preserved in a drawing of the XVII Century) of the Aurelian Column in Rome.; Basándonos en el opúsculo de Luciano de Samosata titulado Alejandro o el falso profeta, recordamos algunos de los oráculos autófonos emitidos por este controvertido santuario oracular de Abonuteico, particularmente los de carácter militar: el relativo a la campaña del legado Sedatio Severiano en Armenia (Luc. Alex. 27), y el llamado «oráculo de los leones» (Luc. Alex. 48), solicitado por el emperador Marco Aurelio poco antes de iniciar una campaña militar en tierras bárbaras contra cuados y marcomanos. Ambos acabaron con derrotas del ejército romano. El auge del profetismo y los «hombres divinos» en esta época son síntomas, si no de crisis, sí de cambios en la espiritualidad de la época, que, en los casos analizados, se trasladan también al ámbito político, a la guerra de las fronteras, donde también se evidencian o se anuncian cambios estructurales de largo alcance, con los ataques cada vez más sistemáticos y eficaces de los pueblos bárbaros que hostigaban al poder romano al otro lado de la frontera natural del Danubio. Se relaciona el «oráculo de los leones» con la escena XIII (desaparecida por la erosión, pero conservada en un dibujo del siglo XVII) de la Columna Aureliana en Roma.",http://hdl.handle.net/10366/129232,https://www.europeana.eu/item/2022712/lod_oai_gredos_usal_es_10366____129232_ent0?utm_source=api&utm_medium=api&utm_campaign=EUXJPHJGES,/2022712/lod_oai_gredos_usal_es_10366____129232_ent0,TEXT,Hispana,Documentary Repository of the University of Salamanca,Spain,mul,armenia
"Formación del profesorado del municipio de Armenia, Quindio (Colombia). En torno a la inclusión escolar","Castellanos López, Angélica del Rosario",2015,"[ES] La elaboración de la tesis, en el marco del programa de Doctorado “Avances en Investigación sobre Discapacidad” ofertado por el Instituto Universitario de Integración a la Comunidad (INICO) de la Universidad de Salamanca, se ha centrado en la línea de la Inclusión Educativa, en orden a que ésta representa desde el punto de vista pedagógico la superación de la educación especial a los estudiantes con ciertas peculiaridades o condiciones particulares. La educación inclusiva significa la adaptación de las instituciones educativas a las formas de aprendizaje de los estudiantes. Es una acción que valora y afirma la diversidad humana, pues reconoce la existencia y la validez de las diferentes formas de aprender y de enseñar que nos caracterizan como seres humanos. Lograr las metas de la política de inclusión planteada como política universal en todos los ámbitos de la sociedad, requiere entre otros actores, que el sistema educativo, la educación, la escuela y el aula también sean inclusivas, lo que hoy sigue un “desaprender lo aprendido” en todas las dimensiones y componentes de la escuela como eje socializador de los individuos. Se trata de habilitar a los menos favorecidos para que puedan incorporarse a la sociedad y al mundo laboral y puedan participar de manera activa e independiente en el ejercicio de sus derechos y deberes desde sus capacidades, posibilidades e imposibilidades para ser reconocidos e incluidos socialmente. En este orden de ideas, desde el ámbito educativo, se ha seleccionado una de las variables, entre muchas otras, que posibilitarían contribuir al logro de las metas de las políticas educativas de inclusión; la formación del profesorado. Nos proponemos identificar cuál es el nivel de importancia que tiene para ciento ochenta y ocho (188) docentes del sector oficial del municipio de Armenia, conocer aspectos relacionados con la inclusión educativa, concretamente respecto a las políticas y conocimientos generales sobre su legislación a nivel mundial y en Colombia, en particular, a la adaptación de la enseñanza, la 18 Tesis doctoral evaluación y el diagnóstico, las relaciones y cooperación en el aula, autoevaluación y desarrollo profesional. Igualmente se pretende identificar el nivel de conocimiento que los docentes, objeto del estudio, consideran tener de las variables indicadas y cuáles son sus preferencias con respecto a su participación en actividades de formación sobre el tema de inclusión en particular. Es así como, en el primer capítulo se plantean argumentaciones relacionadas con los antecedentes de la irrupción y desarrollo de la educación especial, el surgimiento del movimiento de integración y su posterior transición al modelo de inclusión educativa.",http://hdl.handle.net/10366/129396,https://www.europeana.eu/item/2022712/lod_oai_gredos_usal_es_10366____129396_ent0?utm_source=api&utm_medium=api&utm_campaign=EUXJPHJGES,/2022712/lod_oai_gredos_usal_es_10366____129396_ent0,TEXT,Hispana,Documentary Repository of the University of Salamanca,Spain,mul,armenia
